SK_ID_CURR,Proba_impaye,target_predict
100001,0.0427951128076761,0.0
100002,0.1824822602870652,0.0
100003,0.0050114969563897,0.0
100004,0.0138915124086187,0.0
100005,0.1251600587885813,0.0
100006,0.0246612252202386,0.0
100007,0.0664451247333041,0.0
100008,0.0211170402195825,0.0
100009,0.0052167646374736,0.0
100010,0.0258478940900254,0.0
100011,0.0322083080016773,0.0
100012,0.0481434417311048,0.0
100013,0.0101285935416217,0.0
100014,0.032831960514886,0.0
100015,0.0101549704529874,0.0
100016,0.0383413911271455,0.0
100017,0.0106730162978662,0.0
100018,0.0191714799442149,0.0
100019,0.0371602003022994,0.0
100020,0.3665935332089846,0.0
100021,0.0325738277569651,0.0
100022,0.006063588240387,0.0
100023,0.0229285157624642,0.0
100024,0.1079898137429753,0.0
100025,0.0473285203207754,0.0
100026,0.0843296971202467,0.0
100027,0.010674455446354,0.0
100028,0.0222452032251954,0.0
100029,0.0070631854920622,0.0
100030,0.0317969670582687,0.0
100031,0.4053626025572548,0.0
100032,0.0428231890343416,0.0
100033,0.0780695570779601,0.0
100034,0.0246226369970092,0.0
100035,0.0981652293280991,0.0
100036,0.0583144557789936,0.0
100037,0.0206208963216076,0.0
100038,0.1317114095359634,0.0
100039,0.0869571090732362,0.0
100040,0.1222025230682495,0.0
100041,0.0049366281898079,0.0
100042,0.0563045536164544,0.0
100043,0.0497088980165651,0.0
100044,0.0156969247445304,0.0
100045,0.0034107864704827,0.0
100046,0.0065115138876932,0.0
100047,0.152109101138221,0.0
100048,0.1730184192381686,0.0
100049,0.3100946013963881,0.0
100050,0.0053243807713096,0.0
100051,0.2474340859287038,0.0
100052,0.1187929022846437,0.0
100053,0.0416476581457287,0.0
100054,0.0096100230225318,0.0
100055,0.0151009917840806,0.0
100056,0.076322158341068,0.0
100057,0.0108482119328464,0.0
100058,0.0442741966705678,0.0
100059,0.0426583625818668,0.0
100060,0.0142004262774385,0.0
100061,0.0132294270620597,0.0
100062,0.018321864503974,0.0
100063,0.0682284260053205,0.0
100064,0.029548025340046,0.0
100065,0.0772915879246178,0.0
100066,0.0129405797044453,0.0
100067,0.0189867943122485,0.0
100068,0.0956267936139567,0.0
100069,0.0132353624787103,0.0
100070,0.0138659366191802,0.0
100071,0.0155430573270699,0.0
100072,0.1154704917993425,0.0
100073,0.0152338361548459,0.0
100074,0.0574895784235713,0.0
100075,0.0165149066612243,0.0
100076,0.2381667786988113,0.0
100077,0.0190201818594489,0.0
100078,0.0301846077284855,0.0
100079,0.0509691229891026,0.0
100080,0.026564456408634,0.0
100081,0.0838636876201463,0.0
100082,0.0293706270057368,0.0
100083,0.0057213245475931,0.0
100084,0.117641046647465,0.0
100085,0.135066312122063,0.0
100086,0.0326608724514093,0.0
100087,0.0767570124751943,0.0
100088,0.0291132014494078,0.0
100089,0.0632116885338267,0.0
100090,0.0229800537304449,0.0
100091,0.1148681424025287,0.0
100092,0.0499511788017564,0.0
100093,0.029843648326446,0.0
100094,0.0092439025778481,0.0
100095,0.0588788694488366,0.0
100096,0.1894988277730638,0.0
100097,0.0372437118202869,0.0
100098,0.0617484531758417,0.0
100099,0.0323924222325533,0.0
100100,0.0074041595338129,0.0
100101,0.01194467054381,0.0
100102,0.0739946010686296,0.0
100103,0.0459123437406014,0.0
100104,0.0423449871236721,0.0
100105,0.0049612871297285,0.0
100106,0.0172938082392484,0.0
100107,0.1220033874805985,0.0
100108,0.0111159434425858,0.0
100109,0.0308789815027037,0.0
100110,0.0446578253732385,0.0
100111,0.0171351216273527,0.0
100112,0.5650199345322733,1.0
100113,0.010771512833922,0.0
100114,0.3073751120034353,0.0
100115,0.1346750973246961,0.0
100116,0.012061789797853,0.0
100117,0.0080346427135746,0.0
100118,0.0348452671607544,0.0
100119,0.1195738114467773,0.0
100120,0.1710181190650956,0.0
100121,0.0732024379411755,0.0
100122,0.0299171210870073,0.0
100123,0.03316950585916,0.0
100124,0.0345024139076268,0.0
100125,0.0098553258318155,0.0
100126,0.0100988267457714,0.0
100127,0.0253621198770452,0.0
100128,0.0860921426792999,0.0
100129,0.0059488345440166,0.0
100130,0.0848878911963413,0.0
100131,0.0148192411960483,0.0
100132,0.0057066302052437,0.0
100133,0.4114884015105793,0.0
100134,0.0409816740147793,0.0
100135,0.0440894595578793,0.0
100136,0.0125363987743456,0.0
100137,0.1175408299293811,0.0
100138,0.0094735642392086,0.0
100139,0.0842448606345996,0.0
100140,0.016839537131789,0.0
100141,0.010652410776891,0.0
100142,0.080573633354356,0.0
100143,0.0026729523583101,0.0
100144,0.0357480522440491,0.0
100145,0.0100923242460832,0.0
100146,0.0283249475286913,0.0
100147,0.0175433649255561,0.0
100148,0.1117906089829237,0.0
100149,0.4426942980462434,0.0
100150,0.1831797289629908,0.0
100151,0.0534666636554212,0.0
100152,0.0787792219871757,0.0
100153,0.0270261110280288,0.0
100154,0.0392177227217782,0.0
100155,0.1034201251908471,0.0
100156,0.0051424569568082,0.0
100157,0.0639248394327049,0.0
100158,0.0213354499422963,0.0
100159,0.0114521980795377,0.0
100160,0.5848900062513881,1.0
100161,0.0363964903417825,0.0
100162,0.0835703066885114,0.0
100163,0.0591560523476261,0.0
100164,0.0137890695795453,0.0
100165,0.006350135304417,0.0
100166,0.0286426702570807,0.0
100167,0.1457826433696411,0.0
100168,0.0021120826278283,0.0
100169,0.0109702516495806,0.0
100170,0.0884811367988949,0.0
100171,0.0401847729172605,0.0
100172,0.0538765414473771,0.0
100173,0.0576804758606821,0.0
100174,0.0016577306543321,0.0
100175,0.0311602801925822,0.0
100176,0.0107373345991575,0.0
100177,0.0604038510284636,0.0
100178,0.0084973008253709,0.0
100179,0.0232250149580429,0.0
100180,0.0260301152709745,0.0
100181,0.5052480274352135,1.0
100182,0.0949157498510575,0.0
100183,0.0107627902086052,0.0
100184,0.0604643373676086,0.0
100185,0.0052625516749111,0.0
100186,0.0156765319640941,0.0
100187,0.0278698546568365,0.0
100188,0.0108664358448148,0.0
100189,0.3508921385793224,0.0
100190,0.0048717809433769,0.0
100191,0.0129818039056965,0.0
100192,0.3492883208375882,0.0
100193,0.0264283205762392,0.0
100194,0.089973482171267,0.0
100195,0.0175223124642665,0.0
100196,0.0139203991408726,0.0
100197,0.0504657309813983,0.0
100198,0.0201717145098573,0.0
100199,0.0624801912519059,0.0
100200,0.0300285554759634,0.0
100201,0.0726145851620232,0.0
100202,0.0759765880705674,0.0
100203,0.0311701213949665,0.0
100204,0.0446173983048973,0.0
100205,0.0995802187003019,0.0
100206,0.2525116310832,0.0
100207,0.0402470332159368,0.0
100208,0.0206786200579413,0.0
100209,0.2836169197989934,0.0
100210,0.021346017287922,0.0
100211,0.0981027989348958,0.0
100212,0.0144356800272943,0.0
100213,0.0233634273648457,0.0
100214,0.2532583428896959,0.0
100215,0.0043068318638858,0.0
100216,0.0011546201933018,0.0
100217,0.0278578259819527,0.0
100218,0.0192286959032727,0.0
100219,0.0095282994469221,0.0
100220,0.0089720262858796,0.0
100221,0.00407575630579,0.0
100222,0.020456856374542,0.0
100223,0.0254420699953594,0.0
100224,0.0501589260318588,0.0
100225,0.0128231540690501,0.0
100226,0.0149729716165177,0.0
100227,0.059045030755076,0.0
100228,0.0888185450053044,0.0
100229,0.0107192078424109,0.0
100230,0.1210173507668236,0.0
100231,0.0165503932128243,0.0
100232,0.0042236300770738,0.0
100233,0.0912619890935195,0.0
100234,0.0415108250446158,0.0
100235,0.1584652734382168,0.0
100236,0.0694236641744468,0.0
100237,0.1381086966564264,0.0
100238,0.0083852069251556,0.0
100239,0.0775393133070971,0.0
100240,0.1285772856709541,0.0
100241,0.0926096653092276,0.0
100242,0.0017829036557464,0.0
100243,0.0385974375109497,0.0
100244,0.0428213316605213,0.0
100245,0.0227135121443451,0.0
100246,0.3777666875163195,0.0
100247,0.0812362393423784,0.0
100248,0.0260858600413057,0.0
100249,0.0440048221930814,0.0
100250,0.027825357377383,0.0
100251,0.063413465400753,0.0
100252,0.0130913789097804,0.0
100253,0.0110045016066155,0.0
100254,0.003161154435459,0.0
100255,0.0260350966370458,0.0
100256,0.0242113678126969,0.0
100257,0.0134212040566979,0.0
100258,0.1240380211328067,0.0
100259,0.1218994866407499,0.0
100260,0.0131217917430703,0.0
100261,0.0110028367124927,0.0
100262,0.0037970604495554,0.0
100263,0.0803997040387562,0.0
100264,0.0248555398544694,0.0
100265,0.1897383986227422,0.0
100266,0.030425080036555,0.0
100267,0.0138674569553639,0.0
100268,0.1398200043111099,0.0
100269,0.0548829739962262,0.0
100270,0.0020947573256465,0.0
100271,0.0067776035515011,0.0
100272,0.0296882153887097,0.0
100273,0.7368594913967385,1.0
100274,0.0331696544894895,0.0
100275,0.0558011617898644,0.0
100276,0.3228994880889823,0.0
